RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,894383,32411
90,893870,32374
80,899989,32777
70,901650,32785
60,1087037,65699
50,1125556,88513
40,1135053,84108
30,1135665,67869
20,1137754,78763
10,1049083,524327
5,1138745,66867
