RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.30,0.64,0:02.95,436,611303,-32091809,3063
90,2.14,4.06,0:06.22,131880,916915,-32184466,543294
80,2.13,4.74,0:06.90,193582,855213,-32749741,563022
70,2.17,3.95,0:06.16,137144,911653,-33315356,563009
60,2.12,3.94,0:06.10,133898,914903,-33880966,563021
50,2.24,4.09,0:06.38,140677,908130,-34446579,563030
40,2.28,3.73,0:06.04,137286,911524,-35012197,563033
30,2.38,3.52,0:05.95,139387,909423,-35577816,563040
20,2.36,5.62,0:08.01,300782,748031,-36143434,563043
10,2.28,5.84,0:08.14,324827,723990,-36709054,563046
5,2.33,5.89,0:08.24,335211,713607,-37274676,563058
