RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.10,0:03.62,0,100590,0,0
90,3.55,0.32,0:03.88,3074,145260,51468,45091
80,3.54,0.39,0:03.94,2519,157060,66287,53444
70,3.56,0.45,0:04.01,1933,163838,70645,62620
60,3.55,0.43,0:03.99,1004,167349,70746,68982
50,3.56,0.56,0:04.14,4763,205679,92024,77994
40,4.03,2.00,0:06.07,23344,1231443,618405,296227
30,4.14,2.02,0:06.20,227,1382248,708980,769926
20,4.23,1.91,0:06.19,31,1382450,709224,776276
10,4.16,2.81,0:07.01,39119,1432680,741858,817985
5,4.18,3.67,0:07.89,46709,1859482,821513,1193073
