RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,1311421,3181760,2446652,329022,2130829,540486.4,2,26563.05,2516466,295228.2
30,1,2654,3315.718,5.661,,,,,,,
30,2,1064,1355.515,3.035,,,,,,,
30,3,1671,2057.763,1.630,,,,,,,
30,4,900,1110.442,4.412,,,,,,,
