RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100888,0
90,146731,937
80,161630,3778
70,171952,4449
60,186245,7868
50,253589,31219
40,1112199,19162
30,1407832,5231
20,1410560,92
10,1414172,3048
5,1910086,83593
