RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.82,1.19,0:08.01,455,678552,1647,593
90,6.82,1.30,0:08.13,30,689363,62968,12499
80,6.88,1.33,0:08.22,297,692800,147501,13536
70,6.88,1.46,0:08.35,868,696252,204674,24674
60,7.07,1.71,0:08.80,13122,710068,279844,67054
50,7.01,1.93,0:08.96,4444,733238,380902,117142
40,7.26,1.99,0:09.26,5437,743226,481416,267925
30,7.28,2.30,0:09.59,14952,729939,538217,440487
20,7.38,2.36,0:09.75,2256,734306,636451,537254
10,7.48,2.63,0:10.12,1943,727408,679955,686610
5,8.24,2.76,0:11.01,8210,753403,737097,767374
