RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.07,0.17,0:04.25,0,104856,0,0
90,4.33,0.39,0:04.73,10062,110588,89713,60940
80,4.52,0.49,0:05.02,4270,108559,188554,165287
70,4.52,0.62,0:05.15,4916,108497,225200,221488
60,4.73,0.60,0:05.34,3673,109005,226738,235433
50,5.06,0.89,0:05.97,15766,128303,273122,275954
40,5.42,1.83,0:07.28,69133,273079,692557,677008
30,6.82,3.21,0:10.33,6210,712347,2227382,2333930
20,7.16,3.47,0:11.03,7414,752731,2404217,2676124
10,7.64,7.27,0:16.84,9302,2013942,3718042,4537678
5,7.69,5.48,0:14.54,4006,1878438,2912495,3858533
