RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,692980,593998.1,2900066,752,16857.95,46.730,,,,,201473,97150.61,15867.01
100,1,1272,1704.267,1.764,1,19.396,0.000,,,,,2,0.039,0.000
100,2,509,792.158,2.798,,,,,,,,,,
100,3,1386,1633.185,1.432,,,,,,,,,,
100,4,1288,1644.213,2.529,,,,,,,,,,
90,0,786564,1419516,11544471,32832,469476.4,14935.12,4,132408.5,302542926,,376325,414221.9,228276.3
90,1,600,807.875,3.016,,,,,,,,,,
90,2,402,645.802,2.434,,,,,,,,,,
90,3,308,425.265,3.877,,,,,,,,,,
90,4,2223,2996.013,13.873,,,,,,,,,,
80,0,786623,1420886,2367144,32823,471728.5,15635.40,3,117070.0,165077067,,375330,404202.2,279556.7
80,1,882,1337.663,42.789,,,,,,,,,,
80,2,253,537.970,6.896,3,33.029,17.644,,,,,24,26.946,18.964
80,3,458,817.677,77.178,,,,,,,,,,
80,4,196,255.274,6.210,,,,,,,,,,
70,0,786693,1419187,4351006,32826,467446.3,14748.58,4,115091.0,52634705,,374494,389524.9,240633.4
70,1,1534,1988.410,2.041,,,,,,,,,,
70,2,530,826.639,4.051,,,,,,,,,,
70,3,2205,3159.997,18.896,,,,,,,,,,
70,4,1416,1851.039,2.063,1,15.337,0.000,,,,,7,0.298,0.001
60,0,996462,2054351,1424682,74431,1122710,129662.6,11,571217.7,1357902853,,551394,272224.1,213174.1
60,1,3930,4450.260,41.964,,,,,,,,,,
60,2,963,1401.275,2.461,,,,,,,,,,
60,3,2320,3105.819,10.619,,,,,,,,,,
60,4,2275,2713.196,10.498,,,,,,,,,,
50,0,1048942,2085631,1740701,79864,1124271,2725269,19,843167.9,428223980,,604242,276422.4,500760.1
50,1,2528,3179.577,8.150,,,,,,,,,,
50,2,524,877.040,3.482,4,49.951,25.370,,,,,8,0.276,0.000
50,3,2562,3432.814,6.118,,,,,,,,,,
50,4,2195,2692.049,18.016,,,,,,,,,,
40,0,1048759,2212249,14845060,85649,1262315,140863.5,6,169459.5,72342426,,598073,247237.5,296498.3
40,1,1416,1795.149,2.733,,,,,,,,,,
40,2,321,653.979,3.098,1,10.439,0.000,,,,,8,0.341,0.001
40,3,748,923.416,2.072,,,,,,,,,,
40,4,172,194.275,0.463,,,,,,,,,,
30,0,1048725,2230044,2297899,88946,1211890,122934.2,4,125957.4,335882870,,610987,307397.2,211302.8
30,1,1910,2391.935,2.519,,,,,,,,,,
30,2,620,1023.258,3.976,,,,,,,,,,
30,3,2398,3452.742,11.626,2,37.487,36.782,,,,,7,0.297,0.000
30,4,1193,1305.622,1.279,,,,,,,,,,
20,0,1048651,2067750,103584.3,82727,1068654,171761.1,4,88922.40,21221249,,611330,298570.6,448742.1
20,1,2220,2802.918,18.499,,,,,,,,,,
20,2,730,1055.204,2.494,,,,,,,,,,
20,3,2481,3127.410,4.690,,,,,,,,,,
20,4,1831,2434.904,3.894,,,,,,,,,,
10,0,1048767,2188993,11132702,94086,1144130,2993413,1,37413.78,0.000,,616369,336906.9,231429.8
10,1,2424,3264.414,10.481,3,44.627,50.396,,,,,7,0.232,0.000
10,2,373,690.054,4.597,,,,,,,,,,
10,3,2635,3539.596,5.654,,,,,,,,,,
10,4,1814,2239.108,2.092,,,,,,,,,,
5,0,1048722,2268975,24003269,97464,1244963,236247.3,,,,,608544,304386.6,2809357
5,1,504,544.505,0.272,,,,,,,,,,
5,2,1021,1553.988,2.556,,,,,,,,,,
5,3,2882,3858.398,4.025,,,,,,,,,,
5,4,2787,3215.091,3.158,,,,,,,,,,
