RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.39,7.69,0:10.82,124739,924047,1694889,1574701
90,2.37,7.83,0:10.96,127961,920828,1695526,1611831
80,2.41,8.07,0:11.20,132555,916237,1696827,1687448
70,2.48,8.08,0:11.27,130890,917905,1696813,1687729
60,2.49,8.11,0:11.28,129471,919328,1707562,1686193
50,2.52,8.35,0:11.56,130193,918609,1958878,1665253
40,2.54,8.53,0:11.75,130689,918116,1983309,1666570
30,2.48,8.93,0:12.07,129679,919129,2263761,1664893
20,2.42,9.70,0:12.86,129734,919077,2788067,1661898
10,2.47,10.10,0:13.36,127742,921072,3140435,1647549
5,2.59,10.07,0:13.47,128737,920084,3216057,1640299
