RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.86,0.14,0:04.01,0,104849,0,0
90,3.81,0.32,0:04.14,14264,112350,26513,16770
80,3.82,0.78,0:04.61,51065,116869,78345,56799
70,3.84,0.88,0:04.73,66230,113890,75934,73382
60,3.91,0.89,0:04.81,75126,118822,81810,82444
50,3.92,1.13,0:05.07,88959,158567,110501,106541
40,4.36,2.09,0:06.68,126936,559677,342748,313935
30,4.54,4.07,0:09.17,222636,1072121,656375,712114
20,4.56,4.30,0:09.43,229463,1115033,689393,762287
10,4.86,8.62,0:15.09,461565,2145935,1267475,1487698
5,4.97,8.64,0:15.19,454454,2211515,1283171,1631336
