RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.74,0.12,0:02.11,0,100521,0,0
90,3.95,0.79,0:02.58,32210,115661,54986,45298
80,3.99,1.07,0:02.77,47841,113410,70783,53357
70,3.97,1.30,0:02.91,59155,125194,80492,64915
60,4.02,1.26,0:02.90,63108,109895,73534,69434
50,4.28,1.38,0:03.09,70076,182841,114839,87163
40,5.15,4.22,0:05.03,148691,1032777,596307,354466
30,5.10,6.52,0:06.44,239189,1055390,663088,732359
20,4.51,6.79,0:06.43,256624,1124306,708238,792490
10,4.64,6.91,0:06.63,266994,1115280,709439,797458
5,5.21,6.93,0:06.96,268183,1139077,724857,804194
