RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.96,0.13,0:01.62,0,100476,0,0
90,5.10,0.41,0:02.12,10363,106813,54565,42988
80,4.16,0.53,0:01.85,14641,110631,68164,51972
70,4.17,0.52,0:01.87,16954,107005,70704,63672
60,4.26,0.46,0:01.88,18597,105226,70788,68275
50,4.29,0.53,0:01.91,18660,123744,80633,73599
40,6.02,2.68,0:03.25,61773,543431,521262,333903
30,6.74,3.73,0:03.86,1708,661504,697269,756164
20,7.59,4.91,0:04.58,229659,667936,706860,770487
10,7.02,4.86,0:04.51,153567,669264,710053,778070
5,6.82,5.79,0:04.72,315466,685072,722223,790125
