RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.35,0.11,0:04.48,0,100590,0,0
90,4.52,1.03,0:05.56,38245,103926,309598,247423
80,4.51,1.26,0:05.78,50238,102509,413138,321421
70,4.62,1.75,0:06.40,72196,123551,534735,473157
60,4.75,2.06,0:06.82,84790,134056,513039,480675
50,4.77,2.41,0:07.23,80964,157517,735794,706858
40,5.27,9.96,0:17.51,176737,914591,3153935,3286600
30,5.39,13.05,0:21.96,226651,1149305,3943489,4513391
20,5.37,13.25,0:22.21,226713,1156026,3958749,4619751
10,5.22,13.77,0:22.74,233969,1177167,3984032,4793744
5,5.45,19.11,0:30.21,318987,1572752,4422783,6809811
