RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.11,0.18,0:04.30,0,100590,0,0
90,4.26,0.30,0:04.62,872,111804,178667,167870
80,4.25,0.46,0:04.78,3295,117106,236654,216602
70,4.27,0.73,0:05.09,4678,123251,296779,261528
60,4.33,0.82,0:05.23,8251,126413,318470,300573
50,4.31,1.32,0:05.72,28002,149490,423611,409136
40,4.82,3.43,0:08.94,21190,609465,1943755,2004564
30,4.96,3.69,0:11.49,403,1040156,2772463,2993295
20,5.04,3.70,0:11.57,33,1050080,2821789,3046544
10,5.12,4.64,0:11.68,13474,971984,2838589,3036171
5,5.02,9.04,0:17.80,65203,1424701,3287809,4862690
