RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.66,1.12,0:03.78,23,538777,0,207
90,2.79,3.48,0:06.28,131341,917579,0,531420
80,2.82,3.54,0:06.36,131954,916968,0,531424
70,2.82,3.43,0:06.26,131163,917762,0,531446
60,2.81,3.37,0:06.19,132358,916569,0,531440
50,2.89,3.28,0:06.18,131552,917381,0,531444
40,2.91,3.22,0:06.14,130730,918204,0,531427
30,2.88,3.32,0:06.20,133091,915847,0,531436
20,2.91,3.11,0:06.03,131497,917444,0,531436
10,3.03,3.23,0:06.27,132769,916173,0,531428
5,3.01,2.99,0:06.01,131321,917624,0,531461
