RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.11,0:03.61,0,100590,-30850648,0
90,3.52,0.33,0:03.88,3207,145128,-30850648,45071
80,3.57,0.35,0:03.96,2875,161013,-30902523,54224
70,3.55,0.42,0:04.00,1937,164270,-30970930,62627
60,3.56,0.41,0:04.01,863,167663,-31041574,69199
50,3.62,0.47,0:04.14,3375,194047,-31112330,76474
40,3.97,1.84,0:05.92,17694,1206990,-31197536,331290
30,3.99,2.26,0:06.54,258,1380898,-31804827,765138
20,4.28,2.02,0:06.60,36,1382194,-32512668,775761
10,3.98,2.94,0:07.21,48412,1435636,-33221591,827929
5,4.12,3.51,0:07.93,50721,1846074,-33965578,1201579
