RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.12,0:02.12,0,100521,0,0
90,3.90,0.26,0:02.31,871,140549,44229,41503
80,3.99,0.31,0:02.40,2125,151619,57811,52821
70,4.01,0.36,0:02.44,3583,162778,73779,64735
60,4.03,0.40,0:02.47,5288,172141,77538,74193
50,4.46,0.71,0:02.87,32942,214633,113141,108212
40,4.89,1.82,0:03.68,4896,1076451,534032,509892
30,4.76,2.55,0:03.99,5203,1348849,691812,741330
20,4.82,2.55,0:04.03,308,1380358,707067,773155
10,5.19,2.55,0:04.22,100,1382658,709340,776577
5,5.57,2.89,0:04.58,2878,1385152,713027,780371
