RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.23,0.10,0:01.17,0,100506,0,0
90,4.21,0.71,0:01.31,537,152916,56265,45238
80,4.28,0.68,0:01.34,441,166665,67740,54135
70,4.24,0.68,0:01.35,517,167342,70722,63859
60,4.43,0.68,0:01.38,313,182884,77726,72857
50,4.69,0.74,0:01.44,2754,260796,120366,80885
40,5.95,3.87,0:02.35,9780,1042747,522108,353088
30,6.29,6.93,0:03.07,2590,1340135,688492,733854
20,6.37,7.19,0:03.16,5192,1400390,717267,771797
10,5.93,9.92,0:03.68,59232,1682148,763255,933262
5,7.86,9.27,0:04.02,100233,1837351,758851,991390
