RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.49,0.94,0:06.43,21,678139,822,562
90,5.58,0.87,0:06.46,32,689366,39268,11282
80,5.68,0.84,0:06.53,26,689375,83237,11296
70,5.71,0.95,0:06.66,70,698918,151883,23988
60,5.74,1.43,0:07.18,21957,742145,246646,83657
50,5.76,1.59,0:07.38,11970,832796,343309,161827
40,5.92,1.85,0:07.81,12261,972436,446231,303212
30,5.91,2.33,0:08.37,22229,1140964,560542,497654
20,6.05,2.31,0:08.55,2294,1224355,653115,583983
10,6.23,2.57,0:08.95,4623,1371403,714017,740373
5,7.05,2.66,0:09.83,6169,1442260,773401,801932
