RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1678,2312.386,2.096,,,,,,,,,,,1678,59.743,0.000,,,
100,1,626988,596811.9,153029.8,2670,19059.80,4.810,,,,62327.02,102608,3914.791,171.234,626988,117564.4,40940.88,,,
100,2,529671,490480.8,110793.9,613,4672.091,5.524,,,,54504.53,5195,375.412,5.356,529671,101035.3,33305.28,,,
100,3,2012,2802.831,2.804,16,118.329,3.330,,,,,16,0.586,0.000,2012,72.303,0.000,,,
100,4,1023,1330.758,1.915,,,,,,,,,,,1023,36.996,0.000,,,
100,5,653,885.988,1.406,,,,,,,,,,,653,24.412,0.000,,,
100,6,445,491.340,2.401,,,,,,,,,,,445,17.647,0.000,,,
100,7,372,560.065,0.704,,,,21,370797.0,509456797,,,,,372,17.917,0.000,,,
100,8,101,149.779,0.669,,,,,,,,,,,101,4.011,0.000,,,
100,9,2223,3270.518,19.208,,,,,,,,,,,2223,77.964,0.001,,,
100,10,1582,1962.103,1.197,,,,,,,,,,,1582,55.908,0.000,,,
100,11,100,142.660,0.422,,,,,,,,,,,100,3.926,0.000,,,
100,12,154,155.436,0.631,,,,,,,,,,,154,6.302,0.000,,,
100,13,1608,2026.145,1.349,,,,,,,,,,,1608,75.112,0.157,,,
100,14,930,1234.984,1.913,,,,,,,,,,,930,33.416,0.000,,,
100,15,468,639.292,2.029,,,,,,,,,,,468,18.400,0.000,,,
100,16,321,612.022,3.227,7,53.128,2.645,,,,,7,0.284,0.000,321,20.857,0.002,,,
100,17,205,303.983,0.626,,,,,,,,,,,205,11.174,0.000,,,
100,18,2783,3676.296,18.768,17,120.109,2.151,,,,,17,0.641,0.000,2783,128.738,0.246,,,
100,19,1535,2121.751,1.699,,,,,,,,,,,1535,70.357,0.172,,,
90,0,402,542.712,1.132,,,,,,,,,,,402,14.649,0.000,,,
90,1,605232,1079819,46149600,671,5685.573,14.228,46,525524.8,42464690,557823.9,87120,20680.82,8671.612,605232,609424.8,44602465,,,
90,2,525796,1254790,2620416,4,68.014,3.910,1,21177.14,0.000,711842.8,1240,202.996,1.289,525796,764791.7,160269.5,,,
90,3,2462,3622.557,7.406,,,,,,,,,,,2462,84.481,0.000,,,
90,4,2317,2874.542,5.858,,,,,,,,,,,2317,95.383,0.537,,,
90,5,2367,2948.363,5.521,,,,,,,,,,,2367,82.292,0.000,,,
90,6,1104,1621.871,43.774,,,,,,,,,,,1104,40.395,0.000,,,
90,7,795,994.376,1.004,,,,2046,1288095,2424787,,,,,795,27.536,0.000,,,
90,8,476,601.206,3.825,,,,,,,,,,,476,19.051,0.000,,,
90,9,240,391.920,3.808,9,72.423,7.069,,,,,9,0.508,0.000,240,9.738,0.000,,,
