RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.24,0.82,0:03.09,868,690742,-44109496,5996
90,2.34,1.63,0:04.18,32837,753729,-44286943,283003
80,2.27,1.77,0:04.24,32875,753691,-44673584,283806
70,2.39,1.60,0:04.20,32830,753742,-45115959,284520
60,2.39,3.51,0:06.03,151611,844662,-45607336,498045
50,2.31,4.38,0:06.80,231143,817583,-46171810,550923
40,2.47,3.59,0:06.17,207028,841699,-46737189,563003
30,2.47,3.62,0:06.22,226703,822024,-47302774,563001
20,2.44,3.92,0:06.47,255922,792804,-47868362,563007
10,2.41,3.82,0:06.35,249088,799643,-48433947,563001
5,2.51,3.73,0:06.38,261141,787586,-48999535,562996
