RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,4.40,0:06.56,280012,768774,564318,488124
90,2.07,3.51,0:05.69,125401,923387,564388,491768
80,2.18,3.57,0:05.84,139854,908939,565610,563093
70,2.19,4.27,0:06.49,278263,770533,565616,563158
60,2.12,4.05,0:06.23,260983,787816,565611,563138
50,2.30,3.52,0:05.87,190316,858486,565612,563166
40,2.31,3.17,0:05.51,131119,917687,565620,563154
30,2.48,3.41,0:05.91,223025,825783,565618,563168
20,2.48,2.93,0:05.44,141450,907362,565619,563145
10,2.58,2.76,0:05.35,132449,916366,565618,563146
5,2.57,3.01,0:05.59,180053,868763,565620,563149
