RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.10,1.79,0:03.89,53407,733162,283708,60625
90,2.24,1.67,0:03.99,7,786559,387203,282406
80,2.41,1.46,0:03.93,7,786559,440822,283088
70,2.39,1.67,0:04.14,12,786561,485998,283862
60,2.37,2.52,0:05.13,145,995500,564521,499813
50,2.40,2.56,0:05.26,189,1048538,565386,550514
40,2.43,2.20,0:04.94,17,1048712,565593,562617
30,2.50,2.09,0:04.91,17,1048710,565579,562689
20,2.50,1.96,0:04.79,17,1048713,565580,562783
10,2.57,1.81,0:04.72,16,1048710,565584,562898
5,2.49,1.87,0:04.69,17,1048709,565595,562966
