RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,786567,1390438,13227570,53407,838812.6,784437.8,,,,46176.25,262157,8694.993,533.194
100,1,945,1026.526,2.861,,,,,,,,,,
100,2,242,444.775,1.255,,,,,,,,,,
100,3,284,384.144,3.177,,,,,,,,,,
100,4,568,716.893,1.571,,,,,,,,,,
90,0,786621,966000.4,49624068,7,117.623,142.003,17,480937.3,20754957,212565.6,320664,171420.0,43317.10
90,1,1563,1975.921,2.679,8,71.304,29.039,,,,,8,0.339,0.000
90,2,419,675.305,1.923,,,,,,,,,,
90,3,1703,2372.275,1.968,,,,,,,,,,
90,4,712,719.353,2.095,,,,,,,,,,
80,0,786620,968087.2,2654365,7,114.872,87.094,15,382256.2,163895153,216004.2,313208,154186.6,65445.48
80,1,1701,2281.898,1.676,,,,,,,,,,
80,2,1236,1561.524,2.585,,,,,,,,,,
80,3,1263,1750.192,1.753,,,,,,,,,,
80,4,1049,1429.343,4.469,8,75.993,35.004,,,,,8,0.328,0.000
70,0,786757,980344.1,1836194,12,143.441,75.986,17,573203.8,147209957,213935.5,320088,172559.1,50278.47
70,1,1816,2286.527,1.669,,,,,,,,,,
70,2,511,948.721,4.780,30,228.536,11.635,,,,,30,1.113,0.000
70,3,1867,2412.717,1.106,,,,,,,,,,
70,4,788,1015.212,2.651,,,,,,,,,,
60,0,995709,1620191,353844.9,145,1866.951,94.160,16,805592.9,1984121704,335587.9,612136,515733.8,267767.1
60,1,711,827.407,1.767,,,,,,,,,,
60,2,205,468.854,3.624,,,,,,,,,,
60,3,2322,3197.887,8.182,,,,,,,,,,
60,4,1773,2156.005,1.321,16,117.330,5.749,,,,,16,0.557,0.000
50,0,1048760,1777143,1414298,189,2042.170,81.301,19,765458.9,825790171,364877.9,686587,607762.1,619372.8
50,1,2240,2808.174,17.623,,,,,,,,,,
50,2,552,994.569,4.323,16,123.400,12.490,,,,,16,0.609,0.000
50,3,2405,3265.851,8.860,,,,,,,,,,
50,4,808,1006.823,2.650,,,,,,,,,,
40,0,1048724,1842173,35824403,17,217.444,86.590,14,351961.4,21337619,372346.1,700656,644713.3,441484.4
40,1,1174,1765.506,4.697,33,248.089,11.138,,,,,33,1.253,0.000
40,2,358,694.349,4.858,,,,,,,,,,
40,3,1289,1850.511,1.902,,,,,,,,,,
40,4,474,591.595,1.994,,,,,,,,,,
30,0,1048652,1842114,1101371,17,150.101,25.087,13,323806.5,113048111,367869.1,696056,652906.0,452470.3
30,1,1829,2100.811,1.112,,,,,,,,,,
30,2,494,701.917,1.012,,,,,,,,,,
30,3,1512,1986.849,0.960,,,,,,,,,,
30,4,841,1018.587,1.382,,,,,,,,,,
20,0,1048856,1858880,1914970,17,236.411,83.188,7,149363.1,9276135,372102.8,697291,657741.0,726186.5
20,1,1310,1681.750,2.887,,,,,,,,,,
20,2,263,540.783,3.229,,,,,,,,,,
20,3,623,910.657,2.575,,,,,,,,,,
20,4,395,493.970,2.236,,,,,,,,,,
10,0,1048806,1864902,11438842,48,382.274,19.542,4,66352.15,32658949,365411.2,699733,670920.9,441571.3
10,1,133,171.099,4.059,,,,,,,,,,
10,2,682,1171.896,7.274,,,,,,,,,,
10,3,2256,3263.638,14.368,,,,,,,,,,
10,4,2315,2819.086,9.998,,,,,,,,,,
5,0,1048808,1875546,15925235,25,223.485,40.306,1,20967.64,0.000,370386.3,699086,663554.1,3264303
5,1,1147,1240.542,2.272,,,,,,,,,,
5,2,505,785.865,2.947,,,,,,,,,,
5,3,963,1581.170,3.636,35,249.203,5.930,,,,,35,1.246,0.000
5,4,4231,4824.520,189.054,,,,,,,,,,
