RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786927,53458
90,845449,61
80,837985,61
70,844870,66
60,1136927,200
50,1211385,247
40,1225448,74
30,1220826,63
20,1222060,61
10,1224489,65
5,1223882,76
