RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,678324,497551.9,91627.76,80,686.883,25.379,,,,,858,575.005,2.377,678324,20207.16,11881.48
100,1,932,1276.243,2.037,,,,,,,,,,,932,34.022,0.000
100,2,343,782.385,3.264,1,14.392,0.000,,,,,7,0.291,0.000,343,29.527,0.002
100,3,5673,7499.960,151.892,,,,,,,,,,,5673,254.362,1.333
100,4,2430,3283.457,6.012,,,,,,,,,,,2430,82.668,0.000
90,0,689323,528513.9,707116.4,1501,11417.81,9.561,,,,,15716,11578.37,233.165,689323,20064.74,7987.525
90,1,1472,2023.955,3.093,,,,,,,,,,,1472,67.823,0.157
90,2,429,836.284,3.003,,,,,,,,,,,429,46.070,0.528
90,3,1114,1516.531,2.192,,,,,,,,,,,1114,41.012,0.000
90,4,1330,1722.131,1.746,,,,,,,,,,,1330,47.398,0.000
80,0,689326,536538.5,2257808,1469,11257.18,12.024,,,,,15599,11109.23,180.657,689326,20923.10,151523.6
80,1,1954,2886.581,25.049,,,,,,,,,,,1954,70.720,0.000
80,2,1068,1525.622,2.226,,,,,,,,,,,1068,51.611,0.001
80,3,1735,2212.311,1.747,,,,,,,,,,,1735,76.828,0.130
80,4,1657,2160.717,2.321,,,,,,,,,,,1657,55.975,0.000
70,0,700318,596396.6,504840.0,4910,52635.50,966.216,5,83081.23,7942649,,26901,13368.97,515.955,700318,21177.06,16454.83
70,1,1755,2473.109,2.021,7,57.889,12.063,,,,,9,0.293,0.000,1755,66.784,0.000
70,2,403,831.427,2.815,,,,,,,,,,,403,31.291,0.002
70,3,1563,2148.012,2.729,,,,,,,,,,,1563,53.463,0.000
70,4,5880,7720.269,1491.930,,,,,,,,,,,5880,332.131,43.464
60,0,764918,1014485,1435820,37057,401792.6,31267.48,5,87824.16,4924598,,91548,15508.23,5072.235,764918,23643.42,10114.41
60,1,2600,3602.454,5.275,,,,,,,,,,,2600,103.570,0.226
60,2,873,1394.457,1.740,4,33.105,8.443,,,,,7,0.212,0.000,873,50.120,0.001
60,3,2571,3411.754,2.885,,,,,,,,,,,2571,94.288,0.000
60,4,2110,2634.092,46.044,,,,,,,,,,,2110,71.807,0.008
50,0,843492,1624834,3964769,79391,892714.3,218011.5,6,77590.28,12790481,,174123,56946.28,500060.9,843492,26463.74,12265.05
50,1,2504,3447.769,9.706,,,,,,,,,,,2504,104.793,0.272
50,2,830,1475.246,2.408,,,,,,,,9,0.396,0.000,830,50.155,0.001
50,3,2698,3901.556,6.953,,,,,,,,,,,2698,108.528,0.000
50,4,1744,2426.480,3.282,,,,,,,,,,,1744,61.150,0.000
40,0,974535,2181326,1478036,125062,1293646,364820.9,6,90279.36,39860846,,314370,89555.91,445177.0,974535,30946.20,10880.10
40,1,2193,2990.030,18.655,,,,,,,,,,,2193,79.357,0.003
40,2,457,1035.504,7.333,,,,,,,,,,,457,39.575,0.002
40,3,923,1327.924,5.981,,,,,,,,,,,923,32.236,0.000
40,4,3533,5016.212,10.433,,,,,,,,,,,3533,139.513,0.208
30,0,1163250,3361515,2240210,207377,2182350,722163.2,4,46418.66,31149836,,530652,238305.4,30108026,1163250,36828.28,25940.26
30,1,3291,4477.305,12.330,,,,,,,,,,,3291,115.208,0.001
30,2,893,1657.597,2.919,,,,,,,,,,,893,75.170,0.280
30,3,3189,4776.864,14.223,,,,,,,,,,,3189,151.408,0.573
30,4,1924,2607.210,2.060,,,,,,,,,,,1924,69.170,0.000
20,0,1231758,3578432,3604121,196913,2096262,636845.7,4,36992.63,9843067,,631995,433460.9,2424694,1231758,40415.01,7764.298
20,1,2579,3471.979,6.565,,,,,,,,,,,2579,91.925,0.000
20,2,511,1277.779,3.381,27,183.285,0.818,,,,,27,0.931,0.000,511,45.034,0.002
20,3,8056,11005.32,1275.090,,,,,,,,,,,8056,513.991,41.558
20,4,3507,5036.196,6.493,,,,,,,,,,,3507,136.662,0.217
10,0,1371128,4282727,988960.8,246988,2556753,2368711,2,19422.66,66217377,,801912,552311.5,2144817,1371128,44878.70,15969.27
10,1,247,310.856,0.393,,,,,,,,,,,247,9.858,0.000
10,2,1977,3146.090,3.124,,,,,,,,,,,1977,94.077,0.001
10,3,6296,9625.191,102.201,,,,,,,,,,,6296,262.752,0.009
10,4,4998,6703.302,13.293,,,,,,,,,,,4998,187.703,0.132
5,0,1455159,4370453,1713050,247804,2519925,2176551,2,14432.97,26356573,,889244,600716.4,2055685,1455159,48422.12,14253.29
5,1,1948,2476.795,1.347,,,,,,,,,,,1948,69.724,0.000
5,2,836,1626.900,2.682,,,,,,,,,,,836,60.468,0.002
5,3,9549,12857.33,791.726,,,,,,,,,,,9549,592.317,25.760
5,4,4162,6133.295,328.276,,,,,,,,,,,4162,148.118,0.027
