RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679342,137
90,694619,1541
80,697256,2074
70,719264,10004
60,785562,39475
50,897163,76549
40,1037957,130774
30,1211478,189971
20,1337945,199679
10,1484890,253481
5,1570741,245016
