RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678860,443790.1,703014.4,127,1062.702,18.511,,,,
100,1,2657,3307.850,4.828,,,,,,,
100,2,671,1040.793,2.079,,,,,,,
100,3,2415,3103.633,8.680,,,,,,,
100,4,1847,2388.383,4.039,,,,,,,
90,0,689431,480636.8,130682.4,1528,11515.44,10.363,,,,
90,1,1114,1383.583,2.310,,,,,,,
90,2,512,840.492,1.005,,,,,,,
90,3,1526,2018.233,1.477,,,,,,,
90,4,2425,3171.430,13.682,3,28.764,0.048,,,,
80,0,691773,494180.5,136588.9,2062,17450.69,28.066,2,67732.56,193394028,
80,1,2759,3579.982,4.411,,,,,,,
80,2,822,1188.109,2.513,,,,,,,
80,3,1939,2432.807,2.107,,,,,,,
80,4,2084,2574.359,196.986,2,17.693,9.206,,,,
70,0,713807,572659.2,246480.9,9964,77430.65,1825.120,8,318155.1,370631920,
70,1,1269,1601.215,4.323,,,,,,,
70,2,801,1241.337,3.021,,,,,,,
70,3,994,1328.315,5.362,,,,,,,
70,4,1116,1241.954,0.798,,,,,,,
60,0,780482,948491.7,10493716,39468,402414.7,23469.79,11,319888.9,446020341,
60,1,1036,1266.470,3.168,,,,,,,
60,2,469,799.913,1.816,,,,,,,
60,3,4162,5093.088,572.728,,,,,,,
60,4,2059,2556.608,1.637,,,,,,,
50,0,890044,1364626,11302268,76536,736969.6,55587.80,13,515746.2,603473935,
50,1,2475,3006.665,7.351,,,,,,,
50,2,413,792.074,3.431,,,,,,,
50,3,2285,2807.452,13.664,,,,,,,
50,4,1799,2213.117,1.651,,,,,,,
40,0,1023003,2036966,19099127,130767,1283135,399731.9,16,607217.5,683322783,
40,1,2204,2777.613,21.956,,,,,,,
40,2,480,964.202,2.908,,,,,,,
40,3,1996,2470.890,2.122,,,,,,,
40,4,7706,9057.838,149.796,,,,,,,
30,0,1166785,2784742,4993827,189963,1837266,339722.9,16,510103.6,753972299,
30,1,6132,6695.885,61.410,,,,,,,
30,2,831,1322.638,1.209,,,,,,,
30,3,5467,7107.682,16.169,,,,,,,
30,4,3529,4442.156,7.988,1,10.948,0.000,,,,
20,0,1256628,3137697,3709460,199656,1964383,1923156,17,500948.5,373227318,
20,1,3534,4597.101,5.591,,,,,,,
20,2,664,1196.218,2.018,6,52.261,10.088,,,,
20,3,5775,7581.431,17.850,,,,,,,
20,4,4791,5813.878,25.368,,,,,,,
10,0,1372867,3888363,2577964,253469,2467282,1069997,10,165347.1,92049099,
10,1,2243,2725.231,11.217,,,,,,,
10,2,648,1207.063,3.329,5,64.152,87.668,,,,
10,3,8171,9597.442,218.303,,,,,,,
10,4,4070,5132.053,7.679,,,,,,,
5,0,1444151,3954785,2071306,245008,2397592,933191.6,6,121644.3,96156812,
5,1,3840,5380.131,21.539,,,,,,,
5,2,1628,2516.791,3.549,,,,,,,
5,3,6570,8806.981,417.596,,,,,,,
5,4,4571,5769.437,14.589,,,,,,,
