RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.80,0.10,0:03.91,0,104760,0,0
90,3.80,0.51,0:04.32,21200,119865,39196,24894
80,3.70,1.01,0:04.71,47196,123980,74144,53359
70,3.65,1.25,0:04.90,61739,118585,74405,68793
60,3.63,1.45,0:05.09,74024,125270,84675,81828
50,3.73,1.66,0:05.40,81288,202046,129534,94803
40,3.89,2.92,0:06.90,119910,612740,363465,241360
30,4.28,5.17,0:09.78,219971,1088223,667198,721366
20,4.37,5.36,0:10.06,230144,1110363,688884,755092
10,4.52,10.57,0:15.96,448465,2164737,1264938,1319370
5,4.54,10.86,0:16.53,455446,2209509,1282633,1629597
