RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786494,645752.6,380717.4,6514,51548.34,33.452,,,,,263230,12460.04,2009.354,786494,26150.57,3001.853
100,1,405,561.542,1.196,,,,,,,,8,0.373,0.000,405,16.941,0.000
100,2,562,823.843,2.673,1,8.251,0.000,,,,,8,0.307,0.000,562,22.410,0.000
100,3,77,136.447,0.687,,,,,,,,,,,77,4.914,0.000
100,4,1715,2443.551,1.442,,,,,,,,,,,1715,74.706,0.136
90,0,786567,889629.9,1733249,32846,232541.8,4603.668,11,59715.59,3780952,,279186,45038.58,6638.000,786567,24953.16,5499.358
90,1,434,538.676,1.091,,,,,,,,,,,434,15.098,0.000
90,2,2050,4703.643,7.344,,,,,,,,9,0.337,0.000,2050,114.900,0.061
90,3,1642,2202.656,2.484,,,,,,,,,,,1642,56.811,0.000
90,4,1692,2228.064,2.039,,,,,,,,,,,1692,59.077,0.000
80,0,786549,907720.4,686397.6,32860,235855.6,4299.987,12,65754.05,1319982,,279680,49163.73,41048.47,786549,25238.55,14273.54
80,1,872,1064.121,1.770,,,,,,,,,,,872,30.178,0.000
80,2,1100,2602.248,11.527,2,16.799,0.001,,,,,10,0.388,0.000,1100,76.886,0.410
80,3,761,1031.543,2.340,,,,,,,,,,,761,28.023,0.000
80,4,713,952.903,2.454,,,,,,,,,,,713,25.135,0.000
70,0,786578,915400.2,1600423,32808,235616.9,2623.145,8,40021.89,1842955,,277458,42927.03,6647.339,786578,25040.71,4199.489
70,1,1518,2046.306,2.407,,,,,,,,,,,1518,53.554,0.000
70,2,971,1454.022,5.250,2,14.351,2.152,,,,,37,10.264,2.140,971,34.642,0.000
70,3,2253,2786.318,33.678,,,,,,,,,,,2253,107.701,0.801
70,4,1587,2245.542,2.127,,,,,,,,,,,1587,71.513,0.128
60,0,995514,1307698,8206266,72908,528609.8,19221.72,22,146744.0,5872558,,472060,17520.74,79290.20,995514,31170.18,103389.8
60,1,707,970.244,1.914,,,,,,,,,,,707,25.410,0.000
60,2,3718,6201.696,207.034,4,34.626,16.625,,,,,15,0.557,0.000,3718,209.880,2.647
60,3,1866,2571.752,1.686,,,,,,,,,,,1866,82.814,0.113
60,4,1833,2527.097,2.430,1,9.767,0.000,,,,,9,6.098,3.560,1833,65.799,0.000
50,0,1048885,1364379,1818697,79797,560912.3,15703.68,23,142919.0,3739387,,524890,18361.66,2663.399,1048885,33541.44,4044.017
50,1,562,732.639,2.512,,,,,,,,,,,562,20.710,0.000
50,2,3574,6065.237,73.226,8,55.233,2.275,,,,,37,8.085,1.239,3574,174.952,0.286
50,3,2239,3115.706,12.998,,,,,,,,,,,2239,80.611,0.001
50,4,2056,2700.819,1.914,,,,,,,,,,,2056,72.250,0.000
40,0,1048740,1490815,1631920,94256,666451.4,17574.58,9,48543.03,2258604,,525272,19080.01,20488.27,1048740,32942.97,3126.632
40,1,,,,,,,,,,,,,,,,
40,2,1691,2908.599,4.105,3,21.276,1.531,,,,,26,8.636,2.254,1691,66.808,0.006
40,3,3131,4272.829,18.256,,,,,,,,,,,3131,128.786,0.608
40,4,2121,2768.229,38.743,,,,,,,,,,,2121,90.886,2.586
30,0,1048877,1422515,1633126,85141,594887.9,13554.26,6,26844.28,259665.0,,525427,19302.40,7937.323,1048877,33871.23,4392.308
30,1,1940,2766.586,2.092,1,7.747,0.000,,,,,3,0.327,0.012,1940,88.736,0.145
30,2,1946,4177.176,6.325,,,,,,,,,,,1946,116.240,0.136
30,3,1714,2391.327,3.293,,,,,,,,,,,1714,65.290,0.000
30,4,1175,1533.547,1.381,,,,,,,,,,,1175,42.214,0.000
20,0,1048655,1426100,3783880,87850,600647.9,10680.09,4,23643.35,777267.6,,525297,18998.25,4069.206,1048655,33681.08,8533.017
20,1,1681,2392.132,1.742,,,,,,,,,,,1681,75.325,0.143
20,2,1500,2748.138,4.272,,,,,,,,,,,1500,60.993,0.008
20,3,2019,2528.044,1.577,,,,,,,,,,,2019,86.863,0.115
20,4,1585,2053.194,1.266,,,,,,,,,,,1585,59.095,0.000
10,0,1048763,3916463,37598520,524303,3151612,413193.5,,,,,524315,16822.54,2631.963,1048763,34523.99,224590.2
10,1,2088,2479.718,114.517,,,,,,,,,,,2088,87.142,7.052
10,2,2207,2983.782,30.747,6,39.072,0.793,,,,,9,0.360,0.000,2207,77.377,0.007
10,3,1323,1526.222,2.078,,,,,,,,,,,1323,46.915,0.000
10,4,955,1421.127,2.929,25,152.832,0.293,,,,,25,0.844,0.000,955,35.760,0.000
5,0,1048725,3912354,5318647,524306,3142965,720655.1,,,,,524312,16728.71,7917.715,1048725,34051.21,30896.15
5,1,2589,3503.292,6.739,,,,,,,,,,,2589,91.538,0.000
5,2,3061,4518.168,48.571,4,29.026,2.616,,,,,13,0.491,0.000,3061,114.079,0.045
5,3,2248,2993.497,14.338,,,,,,,,,,,2248,81.909,0.002
5,4,1527,2033.849,1.800,,,,,,,,,,,1527,54.641,0.000
