RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.25,0.97,0:03.23,6514,780055,301143,23482
90,2.37,1.18,0:03.56,32846,753720,405015,283310
80,2.29,1.31,0:03.62,32860,753710,446004,283892
70,2.41,1.23,0:03.66,32808,753769,500648,284685
60,2.45,1.80,0:04.26,72908,922422,564379,492236
50,2.47,1.83,0:04.30,79797,968930,565315,547234
40,2.60,1.80,0:04.41,94252,954478,565590,563042
30,2.65,1.71,0:04.36,85129,963598,565588,563043
20,2.68,1.69,0:04.38,87850,960880,565589,563038
10,2.65,4.19,0:06.85,524303,524427,565587,563024
5,2.56,4.30,0:06.87,524306,524420,565579,563024
