RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.55,0.77,0:06.32,120,678722,-72426445,646
90,5.63,0.81,0:06.45,1540,687858,-72427962,13478
80,5.62,0.95,0:06.58,1810,689809,-72481582,15519
70,5.74,1.19,0:06.94,10862,703652,-72625652,31946
60,5.69,1.92,0:07.63,46333,733530,-72829171,77730
50,5.82,2.59,0:08.43,76150,814047,-73134940,148061
40,5.94,3.59,0:09.56,130637,893684,-73508764,310290
30,5.88,4.65,0:10.61,193448,973844,-74008541,471324
20,5.92,4.97,0:11.07,202540,1056395,-74569672,595149
10,6.27,5.41,0:11.96,248131,1127932,-75240159,754912
5,6.99,5.66,0:12.95,265026,1179245,-75963187,844882
