RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.27,0.82,0:03.13,1026,693528,-44054469,6764
90,2.24,1.92,0:04.38,32839,753727,-44235059,282998
80,2.29,1.83,0:04.33,32851,753714,-44620341,283838
70,2.36,1.77,0:04.33,32819,753755,-45064057,284532
60,2.36,3.21,0:05.72,78261,918210,-45555859,497894
50,2.38,3.43,0:05.97,79065,969664,-46120334,550814
40,2.36,3.01,0:05.52,81534,967193,-46685712,563017
30,2.46,2.96,0:05.58,91394,957335,-47251298,563018
20,2.48,2.68,0:05.31,75068,973659,-47816886,563029
10,2.45,2.85,0:05.48,95161,953566,-48382475,563013
5,2.50,2.82,0:05.51,95996,952731,-48948063,563004
