RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.44,0.14,0:02.87,0,101049,0,0
90,7.42,0.57,0:03.03,11099,107064,54783,41178
80,7.26,0.47,0:02.97,338,103622,62350,50774
70,7.46,0.44,0:03.05,596,103596,66851,59026
60,7.63,0.48,0:03.09,725,108608,69575,65406
50,7.63,0.62,0:03.14,2554,171428,112551,74244
40,8.61,2.22,0:04.03,33992,491551,461873,393906
30,9.57,2.69,0:04.54,6626,533757,527736,563580
20,11.21,3.76,0:05.60,208433,544366,542846,583668
10,9.87,3.54,0:05.08,159057,545148,543215,596008
5,10.93,4.37,0:05.69,328235,569385,556360,605312
