RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.54,0.11,0:03.65,0,100590,0,0
90,3.58,0.24,0:03.85,1039,140792,44567,42294
80,3.57,0.31,0:03.92,4007,153351,60404,55088
70,3.57,0.37,0:03.97,4890,163341,74551,66925
60,3.60,0.37,0:04.01,6779,172209,78110,75889
50,3.61,0.65,0:04.30,26479,204063,104093,101398
40,3.97,1.78,0:05.85,15501,1105471,554948,587653
30,3.94,2.20,0:06.32,2660,1379683,708939,763941
20,3.92,2.14,0:06.26,32,1382707,709366,776521
10,3.96,2.21,0:06.33,2822,1388444,713585,779524
5,4.27,3.52,0:07.94,84579,1808566,821447,1238003
