RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100732,0
90,151510,41598
80,163339,49301
70,178372,58528
60,173126,63124
50,261765,71375
40,1200638,160613
30,1477094,250193
20,1525780,267288
10,1546348,278259
5,1667904,312639
