RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.95,0.08,0:01.59,0,100476,0,0
90,4.07,0.90,0:01.93,41582,109546,62658,45483
80,4.06,0.84,0:01.95,49287,113675,72027,53570
70,4.03,0.98,0:02.03,58517,119457,77324,63829
60,4.07,0.93,0:02.02,63110,109436,73202,69405
50,4.43,1.08,0:02.17,71355,188870,118709,87689
40,5.17,4.23,0:03.53,160604,984352,575886,361018
30,5.44,6.05,0:04.48,250187,1079883,679878,750032
20,4.85,6.41,0:04.46,267275,1105104,705391,788615
10,4.95,6.50,0:04.62,278249,1104304,709689,799435
5,5.73,7.35,0:05.33,312626,1141049,732113,815877
