RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.97,0.06,0:01.59,0,100476,-24561339,0
90,4.34,0.83,0:02.01,42884,108687,-24561339,46594
80,4.08,1.08,0:02.03,49574,115278,-24624535,54033
70,4.20,1.08,0:02.12,58399,118647,-24697625,63596
60,4.11,1.21,0:02.11,63233,109733,-24774326,69534
50,4.42,1.40,0:02.32,72573,176428,-24847687,85426
40,5.35,4.74,0:03.76,159282,1003652,-24960485,351475
30,5.79,6.89,0:04.91,250909,1077688,-25545480,748470
20,5.25,7.21,0:04.93,270321,1107843,-26224851,791183
10,5.03,7.49,0:05.08,290486,1092243,-26933582,798243
5,5.86,7.89,0:05.60,304103,1134607,-27643499,812075
