RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.48,0.12,0:03.60,0,100590,0,0
90,3.53,0.88,0:04.42,42463,107058,62436,46073
80,3.49,1.04,0:04.54,50344,113783,72314,55024
70,3.52,1.22,0:04.75,58988,125849,80803,65127
60,3.50,1.26,0:04.77,63546,111432,74343,70337
50,3.55,1.54,0:05.10,74365,182150,117753,87706
40,3.91,4.10,0:08.25,157492,1121686,652779,459820
30,3.54,6.06,0:10.01,248244,1134227,709118,772152
20,3.79,5.84,0:10.03,250828,1131754,709299,778669
10,4.01,6.09,0:10.55,262020,1246975,744465,856158
5,4.12,7.55,0:12.31,323092,1566709,813545,1227721
