RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100854,0
90,111061,1033
80,115567,3755
70,122645,4555
60,115009,766
50,194577,31354
40,721971,19191
30,1254055,184
20,1247918,89
10,1159436,16012
5,1808209,61626
