RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.88,0.11,0:04.00,0,104760,0,0
90,3.92,0.34,0:04.27,8379,133057,37258,22716
80,3.84,0.46,0:04.31,7676,168182,74179,55050
70,3.82,0.45,0:04.28,4654,175669,74418,69452
60,3.79,0.45,0:04.25,3346,177072,74608,77859
50,3.89,0.50,0:04.39,5640,198129,87039,80944
40,3.89,1.15,0:05.04,25301,389192,185916,174708
30,4.28,2.33,0:06.61,17367,1289079,667910,709708
20,4.33,2.44,0:06.77,33585,1306884,689229,742333
10,4.67,4.13,0:08.81,39846,2624420,1277383,1322423
5,4.48,4.37,0:08.86,36692,2628262,1282117,1612559
