RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,786700,1393416,3485025,53446,839081.8,1132260,,,,44927.33,262182,8505.576,467.375
100,1,1037,1461.808,5.551,8,60.512,1.486,,,,,8,0.398,0.000
100,2,128,311.948,3.700,,,,,,,,,,
100,3,311,386.551,3.948,,,,,,,,,,
100,4,3560,4071.575,23.408,,,,,,,,,,
90,0,786490,951259.5,33529253,7,113.971,120.285,17,469205.8,12789700,212353.4,312275,154083.1,57436.49
90,1,1748,2534.441,2.009,16,118.936,5.868,,,,,16,0.577,0.000
90,2,447,672.523,3.661,,,,,,,,,,
90,3,1934,2613.840,3.261,,,,,,,,,,
90,4,1043,1336.063,2.708,,,,,,,,,,
80,0,786490,966715.2,30934979,7,50.840,1.141,16,443526.5,64431376,214673.5,313289,155703.7,140478.8
80,1,283,354.924,1.290,,,,,,,,,,
80,2,353,568.722,0.472,,,,,,,,,,
80,3,2094,2939.212,72.260,,,,,,,,,,
80,4,1824,2246.072,1.749,,,,,,,,,,
70,0,786702,969190.2,2350550,12,138.813,65.852,17,377431.0,92935867,218697.6,309702,141754.0,26706.44
70,1,497,655.857,3.430,,,,,,,,,,
70,2,321,534.434,3.969,,,,,,,,,,
70,3,3265,4031.112,51.267,,,,,,,,,,
70,4,1665,2146.716,1.514,,,,,,,,,,
60,0,995984,1601480,2301415,257,3133.971,94.790,17,824230.0,1935876755,329794.9,611289,516751.1,440983.0
60,1,800,1151.472,4.011,16,130.969,18.936,,,,,16,0.721,0.000
60,2,470,735.444,1.049,,,,,,,,,,
60,3,292,372.675,2.781,,,,,,,,,,
60,4,2480,3030.788,4.209,,,,,,,,,,
50,0,1048656,1776739,1007876,259,2982.497,79.317,24,924182.9,620967884,361988.4,686485,614171.7,387193.4
50,1,2257,2775.107,12.827,,,,,,,,,,
50,2,460,774.815,3.568,,,,,,,,,,
50,3,2097,2716.123,76.607,,,,,,,,,,
50,4,1607,2108.739,4.082,,,,,,,,,,
40,0,1048651,1832547,2592815,17,195.782,71.002,13,335209.7,43153314,369173.4,699462,648824.3,660303.2
40,1,249,312.731,1.803,,,,,,,,,,
40,2,1103,1705.665,4.155,32,237.661,9.486,,,,,32,1.157,0.000
40,3,2092,2975.263,88.644,16,119.930,4.831,,,,,16,0.551,0.000
40,4,1632,2060.339,2.759,,,,,,,,,,
30,0,1048652,1835630,1347519,18,142.339,10.750,11,239271.9,64643623,371527.3,689709,630877.3,13648282
30,1,1808,2237.744,2.213,,,,,,,,,,
30,2,441,744.257,2.289,8,62.063,2.824,,,,,8,0.370,0.000
30,3,996,1499.551,2.102,,,,,,,,,,
30,4,459,747.449,6.294,24,207.784,25.656,,,,,31,1.177,0.000
20,0,1048655,1854020,2828338,17,175.124,53.582,9,191730.9,45297921,367113.0,698620,670461.2,863676.6
20,1,1487,1619.670,0.827,,,,,,,,,,
20,2,418,704.832,2.328,8,59.700,2.915,,,,,8,0.322,0.000
20,3,1065,1715.824,2.922,16,113.225,3.741,,,,,16,0.580,0.000
20,4,1023,1278.995,2.505,,,,,,,,,,
10,0,1048787,1861571,1092055,17,250.936,122.559,5,90348.68,7097110,364747.4,700417,677618.7,504881.1
10,1,2163,2984.404,31.769,16,126.392,11.990,,,,,16,0.768,0.000
10,2,1180,1530.782,2.250,,,,,,,,,,
10,3,1452,1918.594,1.425,,,,,,,,,,
10,4,1286,1579.821,2.045,,,,,,,,,,
5,0,1048652,1865429,1094281,17,189.536,82.869,1,17551.20,0.000,371781.3,698532,659857.4,456354.4
5,1,1081,1197.097,1.053,,,,,,,,,,
5,2,599,893.745,1.430,,,,,,,,,,
5,3,4130,4993.506,34.047,,,,,,,,,,
5,4,1733,2302.374,1.594,,,,,,,,,,
