RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.20,1.69,0:03.90,53418,733147,283747,60639
90,2.28,1.63,0:03.97,7,786558,387407,282397
80,2.21,1.71,0:03.98,7,786558,442789,283164
70,2.25,1.64,0:03.95,12,786565,489523,283771
60,2.39,2.49,0:05.13,257,995609,564520,499830
50,2.40,2.70,0:05.41,259,1048472,565416,552588
40,2.51,2.08,0:04.92,17,1048709,565592,562635
30,2.50,2.04,0:04.85,18,1048709,565590,562666
20,2.45,2.00,0:04.80,17,1048713,565593,562798
10,2.59,1.80,0:04.74,17,1048714,565592,562924
5,2.57,1.79,0:04.68,17,1048710,565589,562947
