RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.63,0.77,0:06.40,29,678217,923,598
90,5.60,0.87,0:06.48,32,689366,38541,11604
80,5.62,0.91,0:06.54,26,689375,82409,11358
70,5.62,1.08,0:06.71,72,700013,155526,24207
60,5.71,1.47,0:07.19,22143,742122,246798,83805
50,5.84,1.55,0:07.42,12046,833226,345580,164156
40,6.06,1.69,0:07.80,12037,973696,446989,303251
30,6.00,2.26,0:08.38,23882,1139653,560483,498318
20,6.13,2.19,0:08.52,2409,1224413,659047,584135
10,6.49,2.36,0:09.00,4613,1371683,714239,740561
5,6.97,2.74,0:09.84,5090,1444311,770908,811051
