RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.40,0.17,0:04.58,0,104851,0,0
90,4.47,0.37,0:04.86,5747,108851,160242,95620
80,4.59,0.56,0:05.20,3953,110318,360652,311899
70,4.55,0.84,0:05.46,4498,111520,455981,420036
60,4.68,1.21,0:05.96,4200,116788,456225,463240
50,4.76,1.51,0:06.36,16990,136014,566024,537135
40,5.04,3.27,0:08.43,67723,283444,1311300,1262521
30,5.55,5.43,0:16.12,5585,1204457,3913471,4194034
20,5.54,5.96,0:16.85,6171,1240302,4088942,4349965
10,5.76,14.53,0:33.03,41627,2181099,7652031,9130133
5,6.14,8.11,0:30.32,4029,2572190,6800786,8540475
