RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.53,1.01,0:03.55,160,595838,72385,1637
90,2.68,1.87,0:04.56,33200,753364,388041,266622
80,2.47,2.07,0:04.55,33171,753402,452471,267055
70,2.54,2.05,0:04.61,33250,753322,490421,267321
60,2.68,2.50,0:05.19,71560,923711,534085,477725
50,2.57,2.59,0:05.17,82349,966377,534570,528513
40,2.54,4.83,0:07.38,524304,524421,534604,531535
30,2.63,4.89,0:07.52,524303,524423,534607,531542
20,2.75,2.56,0:05.32,80198,968527,534608,531549
10,2.57,2.42,0:05.00,81492,967233,534608,531544
5,2.69,2.18,0:04.88,82562,966163,534606,531547
