RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101336,0
90,153229,120
80,165230,99
70,167359,166
60,183481,454
50,269385,2632
40,1004266,2798
30,1083396,269
20,1100986,162
10,1113207,2508
5,1251948,22749
