RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.01,0.21,0:02.75,0,101049,0,0
90,7.16,0.56,0:02.94,70,152710,0,41339
80,7.57,0.56,0:03.11,48,164624,0,49459
70,7.29,0.48,0:02.99,113,166752,0,58658
60,7.34,0.55,0:03.02,402,182554,0,65489
50,7.75,0.63,0:03.19,2576,264658,0,74991
40,8.82,2.16,0:04.06,2744,1000950,0,426810
30,9.04,2.48,0:04.27,211,1082695,0,559178
20,8.89,2.79,0:04.34,105,1100476,0,579406
10,9.47,2.60,0:04.48,2452,1109433,0,587661
5,11.53,3.74,0:05.61,22695,1189416,0,606225
