RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
20,10520216,4767579
20,10506736,4732404
20,10500360,4550788
20,10445015,4985174
20,10506910,4775884
20,10495600,5103263
20,10494976,4855899
20,10461114,4635920
20,10532439,4686701
