RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.30,0.11,0:04.43,0,100590,0,0
90,4.30,0.36,0:04.73,923,112240,224192,210658
80,4.37,0.64,0:05.08,4030,118832,298056,272136
70,4.49,0.89,0:05.43,4547,116983,372045,327190
60,4.43,1.10,0:05.59,7304,122975,380810,364091
50,4.47,1.74,0:06.32,35134,171801,578675,536655
40,4.90,4.60,0:10.84,20974,638033,2563061,2509924
30,5.27,4.25,0:14.28,241,1122425,3513182,3845024
20,5.31,4.14,0:14.22,36,1125696,3481575,3849653
10,5.31,6.40,0:14.87,21434,1031686,3613868,3910930
5,5.25,10.17,0:20.31,64420,1466294,3774920,5690988
