RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.97,0.11,0:01.61,0,100476,0,0
90,4.16,0.27,0:01.78,1176,140314,44333,41444
80,4.14,0.37,0:01.82,2275,151321,57782,52254
70,4.15,0.42,0:01.85,2544,161920,72988,63787
60,4.22,0.41,0:01.88,4001,168374,74767,72234
50,4.75,0.73,0:02.17,26468,209191,106593,101091
40,5.12,2.05,0:02.76,4617,972168,481544,471356
30,5.38,3.15,0:03.27,10010,1337194,686991,733493
20,5.50,2.93,0:03.28,444,1373924,705153,767560
10,5.49,3.33,0:03.43,142,1382576,709360,775162
5,6.00,3.59,0:03.95,4993,1390787,719268,784476
