RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,435,544.898,0.381,,,,,,,,,,,435,14.743,0.000,,,
100,1,100515,72442.11,2058.799,,,,,,,,,,,100515,2822.034,0.095,,,
100,2,1956,2624.587,1.943,,,,,,,,,,,1956,66.965,0.000,,,
100,3,1414,1909.321,2.283,,,,,,,,,,,1414,49.084,0.000,,,
100,4,1316,1761.140,1.784,,,,,,,,,,,1316,43.983,0.000,,,
100,5,1216,1650.502,3.035,,,,,,,,,,,1216,42.793,0.000,,,
100,6,456,509.005,0.743,,,,,,,,,,,456,15.015,0.000,,,
100,7,953,1362.064,3.188,,,,,,,,,,,953,33.619,0.000,,,
100,8,511,707.755,1.897,,,,,,,,,,,511,18.959,0.000,,,
100,9,446,604.003,2.934,,,,,,,,,,,446,15.216,0.000,,,
100,10,3423,4339.981,30.171,,,,,,,,,,,3423,196.700,1.121,,,
100,11,178,266.813,2.036,,,,,,,,,,,178,6.956,0.000,,,
100,12,2070,2729.968,1.812,,,,,,,,,,,2070,69.523,0.000,,,
100,13,1313,1736.077,2.929,,,,,,,,,,,1313,44.712,0.000,,,
100,14,1180,1449.489,2.390,,,,,,,,,,,1180,41.912,0.000,,,
100,15,1237,1561.192,2.604,,,,,,,,,,,1237,43.243,0.000,,,
100,16,289,497.279,0.702,,,,,,,,,,,289,20.543,0.002,,,
100,17,839,1099.676,1.597,,,,,,,,,,,839,30.980,0.001,,,
100,18,724,1012.629,5.459,,,,,,,,,,,724,39.910,0.323,,,
100,19,592,881.920,4.937,,,,,,,,,,,592,38.216,0.461,,,
90,0,1480,2020.350,3.661,,,,,,,,,,,1480,68.380,0.197,,,
90,1,155323,395834.1,1148147,40934,278917.1,17980.67,2,16735.56,1235639,,54800,1794.940,85.319,155323,4614.386,740.101,,,
90,2,888,1162.160,1.562,5,34.910,0.802,,,,,22,7.414,1.456,888,31.203,0.000,,,
90,3,905,1138.171,1.353,,,,,,,,,,,905,32.201,0.000,,,
90,4,3805,4818.880,73.977,2,15.815,6.774,,,,,7,0.275,0.000,3805,202.397,1.932,,,
90,5,1735,2631.029,2.796,,,,,,,,,,,1735,61.959,0.000,,,
90,6,1000,1189.919,2.048,,,,,,,,,,,1000,34.524,0.000,,,
90,7,66,115.612,4.604,4,28.455,4.323,393,187308.6,1037532,,7,0.222,0.000,66,2.745,0.000,,,
90,8,1968,2635.658,2.326,,,,,,,,,,,1968,67.795,0.000,,,
90,9,1493,1910.684,1.768,,,,,,,,,,,1493,52.437,0.000,,,
90,10,487,681.503,1.805,,,,,,,,,,,487,17.493,0.000,,,
90,11,160,236.706,4.254,,,,,,,,,,,160,21.908,1.512,,,
90,12,928,1155.744,1.406,1,11.088,0.000,,,,,7,0.278,0.001,928,31.903,0.000,,,
90,13,1234,1585.828,1.411,,,,,,,,,,,1234,58.112,0.191,,,
90,14,583,720.768,0.891,,,,,,,,,,,583,22.076,0.000,,,
90,15,1543,2227.724,2.859,,,,,,,,,,,1543,73.196,0.144,,,
90,16,428,681.671,1.455,,,,,,,,,,,428,26.185,0.002,,,
90,17,153,207.353,0.434,,,,,,,,,,,153,6.082,0.000,,,
90,18,1916,2585.582,2.512,,,,,,,,,,,1916,66.204,0.000,,,
90,19,2002,2734.772,3.374,,,,,,,,,,,2002,71.912,0.000,,,
80,0,1438,1965.518,3.680,,,,,,,,,,,1438,50.529,0.000,,,
80,1,171403,447304.1,275982.9,47704,323112.2,4304.294,4,32890.95,435967.3,,66162,2330.135,433.172,171403,5349.890,310.377,,,
80,2,618,897.931,4.516,1,8.303,0.000,,,,,9,0.370,0.000,618,38.183,0.387,,,
80,3,610,845.339,6.582,,,,,,,,,,,610,22.574,0.000,,,
80,4,270,344.361,1.582,,,,,,,,,,,270,9.960,0.000,,,
80,5,1538,2292.020,3.698,,,,,,,,,,,1538,53.291,0.000,,,
80,6,1529,1780.274,1.359,1,9.732,0.000,,,,,18,0.701,0.000,1529,67.397,0.165,,,
80,7,186,218.166,0.332,,,,491,196678.9,817163.1,,,,,186,6.813,0.000,,,
80,8,1546,2000.617,2.132,,,,,,,,,,,1546,69.460,0.145,,,
80,9,1594,2179.212,2.055,,,,,,,,,,,1594,60.748,0.000,,,
80,10,1017,1286.407,1.729,,,,,,,,,,,1017,36.243,0.000,,,
80,11,82,110.561,0.311,,,,,,,,1,0.193,0.000,82,3.348,0.000,,,
80,12,1280,1606.922,1.922,,,,,,,,,,,1280,43.029,0.000,,,
