RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.16,1.92,0:04.09,54173,732395,-49551399,61437
90,2.33,1.65,0:04.10,8,786557,-49835283,282465
80,2.27,1.69,0:04.08,8,786558,-50222740,283167
70,2.32,1.65,0:04.09,12,786560,-50660631,283851
60,2.50,2.37,0:05.22,26,995484,-51149201,499859
50,2.49,2.64,0:05.56,46,1048680,-51713722,550733
40,2.53,2.16,0:05.13,18,1048709,-52279111,562637
30,2.62,2.05,0:05.10,15,1048711,-52844704,562715
20,2.59,1.92,0:04.96,18,1048709,-53410295,562817
10,2.58,1.84,0:04.88,18,1048708,-53975888,562893
5,2.69,1.69,0:04.83,18,1048708,-54541466,562937
