RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786922,54223
90,884708,61
80,884554,64
70,883994,61
60,1186082,83
50,1261003,103
40,1270336,75
30,1263462,70
20,1261765,74
10,1263252,64
5,1261456,66
