RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.88,0.96,0:07.85,97,678168,2664,1747
90,6.91,1.11,0:08.07,1906,687492,98052,39080
80,7.01,1.10,0:08.13,1795,687606,211793,41033
70,7.03,1.52,0:08.58,6949,692148,413310,77826
60,7.02,2.66,0:09.72,34815,711259,709911,249549
50,7.25,3.79,0:11.21,75633,766466,1033133,526752
40,7.27,4.81,0:12.31,95364,888363,1325081,948727
30,7.29,6.54,0:14.40,170175,995931,1666492,1530843
20,7.38,7.30,0:15.54,184696,1042536,1943221,1820264
10,7.58,8.08,0:16.73,203923,1163870,2142836,2317037
5,8.50,7.78,0:17.26,190294,1314076,2406218,2426716
