RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.39,0.24,0:06.64,11,101177,1417,50
90,6.60,0.32,0:06.93,1147,110721,52418,41673
80,6.48,0.36,0:06.85,913,112244,61982,49267
70,6.60,0.38,0:06.99,539,109157,66825,58825
60,6.69,0.37,0:07.06,406,119048,73460,65672
50,7.03,0.44,0:07.48,4022,204386,118731,73376
40,7.15,1.39,0:08.55,14169,541878,502169,464510
30,7.15,1.52,0:08.67,28,532955,535664,580778
20,7.44,1.50,0:08.95,35,534158,536315,585189
10,7.35,1.76,0:09.12,23861,575246,558821,609326
5,7.51,2.31,0:09.82,27206,654852,628933,1081969
