RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.32,1.50,0:03.83,20118,1028668,556506,29289
90,2.21,1.89,0:04.10,23,1048769,565331,546395
80,2.04,2.08,0:04.13,14,1048782,565620,563063
70,2.21,1.89,0:04.11,14,1048783,565619,563043
60,2.23,1.84,0:04.08,14,1048785,565616,563032
50,2.25,1.89,0:04.15,14,1048789,565622,563077
40,2.34,1.80,0:04.15,14,1048793,565624,563053
30,2.45,1.69,0:04.15,14,1048800,565625,563051
20,2.44,1.71,0:04.15,14,1048801,565628,563052
10,2.51,1.64,0:04.16,14,1048800,565624,563055
5,2.44,1.72,0:04.17,14,1048802,565624,563054
