RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.20,0.92,0:03.15,1364,697069,184723,8271
90,2.28,1.85,0:04.33,32824,753742,379570,282915
80,2.32,1.84,0:04.35,32855,753711,444784,283848
70,2.28,1.93,0:04.40,32872,753704,492935,284555
60,2.32,3.11,0:05.55,71587,924952,564475,498027
50,2.31,3.46,0:05.90,80468,968259,565402,552205
40,2.41,2.96,0:05.50,82632,966097,565583,563025
30,2.44,3.08,0:05.66,95272,953455,565585,563022
20,2.42,2.84,0:05.39,81596,967131,565587,563039
10,2.59,2.78,0:05.52,95385,953341,565585,563021
5,2.49,3.32,0:05.94,123715,925014,565589,563024
