RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.84,0.15,0:04.00,0,104853,-4647324,0
90,3.92,0.33,0:04.27,7925,133851,-4647324,23424
80,3.88,0.41,0:04.31,6773,166053,-4684879,54394
70,3.84,0.45,0:04.31,4305,176259,-4759151,69423
60,3.85,0.41,0:04.28,3435,177245,-4833678,77956
50,3.85,0.54,0:04.42,6354,197676,-4908392,81700
40,3.96,1.04,0:05.04,22818,379774,-4995547,175487
30,4.36,2.07,0:06.53,17179,1287740,-5176010,683871
20,4.29,2.50,0:06.89,34101,1307319,-5841160,743270
10,4.89,3.83,0:08.96,36640,2494007,-6530551,1282327
5,4.74,4.40,0:09.50,36762,2627956,-7750195,1612808
