RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.21,2.88,0:05.10,108870,939916,558109,123242
90,2.29,2.52,0:05.17,16,1048775,565529,556647
80,2.27,2.40,0:05.04,14,1048781,565610,562069
70,2.31,2.33,0:05.01,14,1048783,565616,562204
60,2.23,2.54,0:05.15,16,1048784,565616,562387
50,2.21,2.82,0:05.41,14,1048791,565623,562702
40,2.30,2.29,0:04.98,14,1048793,565621,562643
30,2.37,2.24,0:05.00,14,1048795,565624,562752
20,2.50,2.02,0:04.91,15,1048797,565626,562805
10,2.44,1.96,0:04.80,14,1048800,565625,562941
5,2.39,1.96,0:04.75,14,1048801,565623,562989
