RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,1048781,2480708,506408.7,108870,1743989,431324.3,,,,62921.29,524308,17815.97,470.876
100,1,1669,2129.824,2.065,,,,,,,,,,
100,2,1600,2127.951,3.362,,,,,,,,,,
100,3,2769,3531.660,6.252,8,73.926,17.586,,,,,8,0.359,0.000
100,4,2440,3288.539,9.135,29,192.022,0.562,,,,,29,0.996,0.000
90,0,1048787,2079679,4516052,16,181.434,94.622,22,552507.4,88663264,399423.5,784650,846528.5,498083.3
90,1,1996,2244.735,4.466,,,,,,,,,,
90,2,588,849.837,0.895,,,,,,,,,,
90,3,4084,5151.985,35.094,,,,,,,,,,
90,4,2478,3079.224,6.346,,,,,,,,,,
80,0,1048791,2094077,4840178,14,147.999,73.005,18,400707.1,24071336,399516.8,787268,841379.0,3628060
80,1,604,753.699,1.925,,,,,,,,,,
80,2,454,896.284,5.458,16,142.113,26.578,,,,,16,0.567,0.000
80,3,363,468.160,2.240,,,,,,,,,,
80,4,2402,2920.927,5.710,,,,,,,,,,
70,0,1048919,2092507,13464901,14,184.627,107.158,16,356883.3,140590295,395786.3,786080,846049.7,547247.3
70,1,1620,2381.283,4.136,16,112.330,2.816,,,,,16,0.546,0.000
70,2,953,1287.187,2.819,,,,,,,,,,
70,3,2636,3595.885,5.364,,,,,,,,,,
70,4,1901,2286.011,1.988,,,,,,,,,,
60,0,1048996,2089496,4006667,16,165.092,70.315,16,497347.7,134459346,392575.6,789800,863270.5,613956.3
60,1,1247,1378.034,3.270,,,,,,,,,,
60,2,599,953.881,3.139,,,,,,,,,,
60,3,4288,5203.911,122.967,,,,,,,,,,
60,4,2812,3598.407,4.804,,,,,,,,,,
50,0,1048802,2082739,28593678,14,104.527,4.047,22,786882.4,342159022,379869.2,801290,881345.0,1608581
50,1,764,1048.666,4.373,,,,,,,,,,
50,2,417,656.185,2.119,,,,,,,,,,
50,3,4856,5829.715,93.981,,,,,,,,,,
50,4,2861,3368.162,2.898,,,,,,,,,,
40,0,1048844,2090478,5518650,14,182.966,74.887,12,292050.9,23598189,387111.5,783184,864302.7,668632.1
40,1,2522,3350.569,8.099,,,,,,,,,,
40,2,664,1028.764,3.079,,,,,,,,,,
40,3,2312,3602.406,152.022,8,60.007,2.204,,,,,8,0.455,0.000
40,4,1647,2127.324,2.612,,,,,,,,,,
30,0,1048995,2098785,8564309,14,118.541,21.051,11,294716.7,82480124,378728.2,803537,888115.1,585816.5
30,1,1354,1717.663,2.567,,,,,,,,,,
30,2,585,961.815,2.537,,,,,,,,,,
30,3,4388,5538.241,87.865,16,109.906,1.561,,,,,16,0.612,0.000
30,4,2157,2953.602,35.145,30,203.910,0.720,,,,,30,1.113,0.000
20,0,1048737,2120931,9073807,15,148.505,53.678,2,34116.65,29164.50,385062.3,795634,877182.8,1371681
20,1,1196,1408.823,1.245,,,,,,,,,,
20,2,420,784.327,3.438,8,59.945,1.764,,,,,8,0.309,0.000
20,3,866,1429.521,3.351,16,116.456,3.137,,,,,16,0.804,0.000
20,4,458,565.174,1.300,,,,,,,,,,
10,0,1048894,2103737,62014086,22,238.575,66.624,3,56978.66,2118387,376134.9,795522,887724.6,641400.3
10,1,2066,2528.631,1.802,,,,,,,,,,
10,2,347,652.970,2.618,,,,,,,,,,
10,3,1931,2632.879,1.992,,,,,,,,,,
10,4,1161,1421.382,1.724,,,,,,,,,,
5,0,1048795,2107972,4715050,14,165.347,94.829,,,,375729.7,799855,884125.1,1423754
5,1,1135,1440.829,2.355,,,,,,,,,,
5,2,320,817.978,7.717,30,221.767,8.698,,,,,30,1.323,0.000
5,3,1048,1495.823,2.590,,,,,,,,,,
5,4,943,1236.865,3.190,,,,,,,,,,
