RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1049146,108923
90,1309507,72
80,1312107,61
70,1310916,66
60,1314647,69
50,1326139,69
40,1308028,68
30,1328391,68
20,1320496,73
10,1320374,71
5,1324706,68
