RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.14,0:03.62,0,100590,0,0
90,3.56,0.30,0:03.87,3027,145371,51549,45156
80,3.51,0.43,0:03.95,2439,156905,65354,53609
70,3.58,0.41,0:04.00,1937,163860,70633,62633
60,3.57,0.40,0:03.98,976,167218,70750,68978
50,3.70,0.44,0:04.15,4769,207602,93045,77985
40,3.98,2.11,0:06.12,26619,1223148,616017,300386
30,4.12,2.01,0:06.18,246,1382261,709050,769083
20,4.15,1.98,0:06.18,31,1382482,709239,776266
10,4.02,2.97,0:07.04,40885,1434209,742711,819804
5,4.13,3.57,0:07.75,43117,1862054,821645,1188807
