RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.13,2.09,0:04.23,53535,733031,284000,60766
90,2.23,1.81,0:04.11,7,786559,387878,282471
80,2.28,1.79,0:04.13,7,786559,444023,283265
70,2.32,1.77,0:04.16,12,786566,493410,283980
60,2.35,2.54,0:05.14,151,995320,564497,498289
50,2.44,2.60,0:05.34,133,1048594,565370,549683
40,2.54,2.22,0:05.08,17,1048712,565594,562716
30,2.48,2.13,0:04.93,16,1048711,565592,562775
20,2.45,2.15,0:04.91,17,1048709,565590,562835
10,2.53,1.92,0:04.77,16,1048711,565585,562936
5,2.56,1.82,0:04.71,17,1048709,565586,562971
